OldContractNumber,OldFileName,ContractTemplate,signDate,כתובת ספק,CostContractScope,SiteName,status,StartDate,ExpectedEndDate,CostCompMethod,PartyAContactNamePercent,אישור חוזה,contractVersion,ח.פ חברה,docCreator,כתובת חברה,מדד בגין/ידוע,CostIndexMode,CostBaseIndexDate,מספר ספק,DurationMonths,CostIndexPoints,סוג מדד,CostIndexType,סוג ספק,פירוט עלויות,פרק,recipient,otherSides,קישור לנספח,Municipality,customField1,customField2,customField3,customField4,customField5,customField6,customField7,customField8,שיוך לעיר,project,CostCurrency,supplierName,partyAName,WorkDescription,CostPaymentTerms,ItemType,Path,OldFolderName
CONT-10-1864,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,,,,,טיוטה,,,,,,,,Rinath,,,,,,,,,,,,,,צדדים נוספים,,,,,,,,,,,,,,,,,,Item,sites/Contracts/ProjectContractLibrary/סומייל,סומייל
CONT-10-1866,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,,,,,טיוטה,,,,,,0.2,,Rinath,,,,,,,,,,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
מגדלי סומייל בע""מ
51-273707-3
אפרירם בע""מ
51-256212-5
",צדדים נוספים,,תל אביב-יפו,,,,,,,,,,סמל צפון מגרש 123,,,,תכנון מיגון ומקלוט,,Item,sites/Contracts/ProjectContractLibrary/סמל צפון מגרש 123,סמל צפון מגרש 123
CONT-10-1911,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,,,33900,150 יח''ד ומסחר,טיוטה,,,מחיר קבוע/פאושלי,,,0.2,,germank,,,,,,,,,,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
א-סיפה בע''מ
דוד אליעזר 59/2 מודיעין
515148385
",,רעננה,"גוש 6578, חלקה 151",,,מיכאל ואטנמכר,איליה כצמן,,,,,סביוני  רעננה  צפון,"ש""ח",א-סיפה בע''מ,,הקמה 150 יח''ד ומסחר על גבי חניון משותף,שוטף + 60,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2149,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,2021-08-01 00:00:00,,12600,,טיוטה,2021-07-16 00:00:00,2024-11-12 20:00:00,מחיר קבוע/פאושלי,,,,,dekelr,,2,ידוע,2021-07-15 00:00:00,,40,226.6902,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","צדדים נוספים
מרחב מוגן- רמי לוי בע""מ
ת.ד. 9190 מושב ינוב
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח","מרחב מוגן- רמי לוי בע""מ",,תכנון מיגון,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2176,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,2022-04-06 00:00:00,,,נשר,טיוטה,2022-04-27 00:00:00,,מחיר קבוע/פאושלי,,,0.3,,avic,,1,בגין,2022-02-09 00:00:00,,,231.3849,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0

כלל נכסי נדלן נשר מרכז (נ.נ.נ.מ) שותפות מוגבלת
מרכז עזריאלי בניין משולש 3, תל אביב
540283033

שיכון ובינוי נדל""ן בע""מ
שלם 3 רמת גן 52215
מ.ז 52-002117-1
","
קרפל ייעוץ והנדסת מיגון
שדרות נים 2  , ראשון לציון

",,נשר,חלקה 1 בגוש 11170 וכן חלק מחלקה 1 בגוש 11118,355-0359364 ( מכ/866 ),"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",ערן קרפל,3,ערן קרפל,,,,אגמי הכרמל ,"ש""ח",קרפל ייעוץ והנדסת מיגון,,יועץ מיגון בפרוקיט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נשר,נשר
CONT-10-2188,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,,,,מורדות ארנונה,טיוטה,,,מחיר קבוע/פאושלי,100,,,,kooksec,,,,,,26,,,,,,,"
א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148
","צדדים נוספים
מרחב מוגן רמי לוי בע""מ
ת.ד 230 מושב אודים 4290500
514475201
",,ירושלים,,,אבי ברטי לוי,רמי לוי,,רמי לוי,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח","מרחב מוגן רמי לוי בע""מ",,"תכנון למרחבים מוגנים לבנייני מגורים ל-9 קומות כולל מסחר כ-230 יח""ד",45 יום,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2298,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,,,,סביוני רמת שרת,טיוטה,,,,,,,,,,,,,,,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
513958009","קרפל יעוץ והנדסת מיגון בע""מ
            רח' שדרות נים 2 , ראשון לציון 
            ",,ירושלים,,,אבי ברטי לוי,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ",,"קרפל יעוץ והנדסת מיגון בע""מ","פ.א פיתוח ובנייה בירושלים בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2322,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,,,,,טיוטה,,,,50%,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
515851194
","צדדים נוספים
ק.א.מ.ן יעוץ מיגון בע""מ
עלית נוער 42 ת""א
511874067
",,חיפה,,,,,,,,,,,,"ק.א.מ.ן יעוץ מיגון בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2361,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,2024-10-09 00:00:00,,25500,הכוזרי הרצליה,טיוטה,2023-12-07 00:00:00,2028-11-09 22:00:00,מחיר קבוע/פאושלי,50%,,0.6,,meryle,,,,,,60,,7.00000000000000,מדד נומינלי,,,,"
אפריקה התחדשות עירונית בע""מ
רח' יוני נתניהו 1, אור יהודה
514639525


מצלאוי חברה לבנין בע""מ
דרך רפאל איתן 1, קרית אונו
512726712
","
קרפל ייעוץ והנדסת מיגון
רח' הנפת הדגל 5, נס ציונה

",,הרצליה,גוש 6538,504-0138628,מרול אטמן,ערן קרפל,,ערן קרפל,420-423,,,הכוזרי,"ש""ח",קרפל ייעוץ והנדסת מיגון,,ייעוץ מיגון,60 יום,Item,sites/Contracts/ProjectContractLibrary/הכוזרי - הרצליה,הכוזרי - הרצליה
CONT-10-2469,חוזה מתכנן מיגון ומקלוט.docx,חוזה מיגון ומיקלוט,,,,,טיוטה,,,,100%,,,,kooksec,,,,,,,,,,,,,"אפריקה התחדשות עירונית בע""מ

יוני נתניהו 1 ג' אור יהודה ת.ד 715

514639525","קרפל יעוץ והנדסת מיגון בע""מ

            רח' הנפת הדגל 5 נס ציונה

            511759706",,תל אביב-יפו,,,,,,,,,,דרך השלום 71-75,,"קרפל יעוץ והנדסת מיגון בע""מ","אפריקה התחדשות עירונית בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/דרך השלום - תא,דרך השלום - תא
CONT-10-2384,חוזה מתכנן מיזוג אוויר - ניסיון.docx,מיזוג אויר,,,,,טיוטה,,,,,,,,ella.b,,,,,,,,,,,,,"
אפריקה התחדשות עירונית בע""מ

514639525
",,,,,,,,,,,,,,,,,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-1399,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,2019-06-12 00:00:00,,563000,אנדריוס,טיוטה,2014-01-08 00:00:00,2027-03-01 00:00:00,מחיר קבוע/פאושלי,100%,,0.10,,avic,,1,בגין,2014-01-07 00:00:00,,160,222.483,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
ש. גלבוע מהנדסים יועצים
בן גוריון 22 הרצליה
",, נתניה,"8271  ח""ח 130 132  133",נת/41/5521,"אבי כהן מאפריקה ישראל מגורים בע""מ", יניב בורנשטיין ,8,ארז גלבוע ,,,,סביוני סיטי אנדריוס נתניה ,"ש""ח",ש. גלבוע מהנדסים יועצים,,"תכנון ויעוץ אוורור , מזוג אויר בפרויקט ",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/אנדריוס,אנדריוס
CONT-10-1915,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,2018-05-19 00:00:00,,99621,נס ציונה מחיר למשתכן,טיוטה,2018-05-20 00:00:00,2020-05-08 21:00:00,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,,,24,,11.0000000000000,שקל חדש,,,,,"
שאול שמיל - מהנדסים ויועצים
תל אביב

",,נס ציונה ,,,,,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח",שאול שמיל - מהנדסים ויועצים,"א.מ. ישראל מגורים יזמות בע""מ","תכנון מיזוג אויר ואיוורור עבור 216 יח""ד ",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-1931,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,,,,,טיוטה,,,,,,,,einave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Item,sites/Contracts/ProjectContractLibrary/פרויקט ניסיון,פרויקט ניסיון
CONT-10-1934,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,,,198000,סביוני רעננה צפון,טיוטה,2020-01-01 00:00:00,,מחיר קבוע/פאושלי,,,0.3,,germank,,1,בגין,2019-12-31 00:00:00,,,223.7832,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
מ.דורון-י.שחר מהנדסים יועצים בע''מ
עליית נוער 40 ת''א
510868961
",,רעננה,6578,רע/708,שלמה ברגר,שלמה ברגר,,,151,,,הקמה 150 יח''ד ומסחר על גבי החניון תת קרקעי,"ש""ח",מ.דורון-י.שחר מהנדסים יועצים בע''מ,,הקמה 150 יח''ד ומסחר על גבי חניון משותף,60 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2137,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,2021-01-01 00:00:00,,89964,,טיוטה,2021-01-01 00:00:00,,מחיר קבוע/פאושלי,,,,,dekelr,,2,,2020-12-15 00:00:00,,40,,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
אהוד ויסברג מהנדסים יועצים בע""מ
מרח' ירושלים 10 חיפה
",,נתניה,8256,נת / 556 / ב / 1,דקל רוקבן,,,,155,מגרש 1409,,נתניה - מגרש 1409,"ש""ח","אהוד ויסברג מהנדסים יועצים בע""מ",,תכנון מיזוג אוויר,45 יום,Item,sites/Contracts/ProjectContractLibrary/נתניה - מגרש 1409,נתניה - מגרש 1409
CONT-10-2235,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,,,,רמת שרת שלב ב,טיוטה,,,מחיר קבוע/פאושלי,,,,,kooksec,,2,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"פ.א פיתוח ובנייה בירושלים בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
513958009","
א.פ מהנדסי מיזוג אויר ואנרגיה בע""מ
בן גוריון 1 בני ברק מגדל ב.ס.ר 2 ק'10
513160069
",,ירושלים,,,אבי ברטי לוי,,,,,,,"פ.א פיתוח ובנייה בירושלים בע""מ","ש""ח","א.פ מהנדסי מיזוג אויר ואנרגיה בע""מ",,"תכנון ופיקוח עליון על פרויקט מגורים הכולל מסחר וחניונים הכולל 2 מגדלי מגורים בני 19 קומות כ""א בסך: 278 יח""ד ומסחר כ2000 מ""ר בקומת קרקע וחניון תת""ק של כ-22,300 מ""ר",45 יום,Item,sites/Contracts/ProjectContractLibrary/רמת שרת שלב ב,רמת שרת שלב ב
CONT-10-2236,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,2020-11-15 00:00:00,,425298,מורדות ארנונה,טיוטה,,,מחיר קבוע/פאושלי,100%,,,,kooksec,,2,,,,,,5.00000000000000,מדד המחירים לצרכן,,,,"
א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148
","
שאול שמיל מהנדסים יועצים
קהילת קובנה 15 ת""א  61530
065426645
",,ירושלים,,,אבי ברטי לוי,שאול שמיל,,שאול שמיל,,,,"א.מ ישראל מגורים פיתוח בע""מ","ש""ח",שאול שמיל מהנדסים יועצים,,"תכנון הכנות למ""א דירתי (מיני מרכזי) פרויקט מגורים הכולל מסחר וחניונים הכולל 2 מגדלי מגורים בני 19 קומות כ""א בסך: 200 יח""ד בתשעה בניינים ",45 יום,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2311,חוזה מתכנן מיזוג אוויר.docx,מיזוג אויר,,,,,טיוטה,,,,,,,,kooksec,,,,,,,,,,,,,"
ביתא רוטשילד בע""מ

515851194
","
א.א מהנדסים יועצים בע""מ
ת.ד 1125 א.ת קרית ביאליק
514663541
",,חיפה,,,,,,,,,,,,"א.א מהנדסים יועצים בע""מ",,,,Item,sites/Contracts/ProjectContractLibrary/רוטשילד חיפה,רוטשילד חיפה
CONT-10-2476,חוזה מתכנן מעליו1.docx,מתכנן מעליות,,,,,טיוטה,,,מחיר קבוע/פאושלי,100%,,,,kooksec,,1,,,,,,,,,,,"
אפריקה התחדשות עירונית בע""מ
יוני נתניהו 1 ג' אור יהודה ת.ד 715
514639525
","
וי. אי .אס הנדסה בע""מ
תובל 40 רמת גן
511262164
",,תל אביב-יפו,,,,,,,,,,דרך השלום 71-75,,"וי. אי .אס הנדסה בע""מ","אפריקה התחדשות עירונית בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/דרך השלום - תא,דרך השלום - תא
CONT-10-1918,חוזה מתכנן מעליות.docx,מתכנן מעליות,2019-01-10 00:00:00,,9000,נס ציונה מחיר למשתכן,טיוטה,2019-01-10 00:00:00,2020-12-29 22:00:00,מחיר קבוע/פאושלי,100,,,,kooksec,,2,,,,24,,11.0000000000000,שקל חדש,,,,"
א.מ. ישראל מגורים יזמות בע""מ
יוני נתניהו 1 אור יהודה
514957794
","
וי. אי. אס הנדסה בע""מ
הצורן 4 ג' נתניה
511262164
",,נס ציונה,,,אבי ברטי לוי,,,,,,,"א.מ ישראל מגורים יזמות בע""מ","ש""ח","וי. אי. אס הנדסה בע""מ",,"תכנון כולל פיקוח עליון של יח""ד ב-6 מבנים, מגרשים: 30,31,32",שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/נס ציונה מחיר למשתכן,נס ציונה מחיר למשתכן
CONT-10-2029,חוזה מתכנן מעליות.docx,מתכנן מעליות,,,33000,סביוני רעננה צפון,טיוטה,2020-03-01 00:00:00,,מחיר קבוע/פאושלי,,,0.2,,germank,,1,בגין,2020-02-29 00:00:00,,,224.4519,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
וי.אי.אס. הנדסה בע""מ
הצורן 6 א.ת. נתניה
",,רעננה,6585,רן/708,גרמן קגנובסקי ,מולי ויטקין,2,מרינה מזין,151,,,סביוני רעננה ,"ש""ח","וי.אי.אס. הנדסה בע""מ",,הקמת 150 יח''ד ומסחר על גבי חניון תת קרקעי,45 יום,Item,sites/Contracts/ProjectContractLibrary/סביוני רעננה צפון,סביוני רעננה צפון
CONT-10-2045,חוזה מתכנן מעליות.docx,מתכנן מעליות,,,,מורדות ארנונה,טיוטה,,,,100%,,,,,,,,,,,,,,,,,"א.מ. ישראל מגורים פיתוח בע""מ
יוני נתניהו 1 ג' אור יהודה
513313148
","וי.אי. אס הנדסה בע""מ
הצורן 4 ג' נתניה
511262164",,ירושלים,,,אבי ברטי לוי,מולי ויתקין,,מולי ויתקין,,,,"א.מ. ישראל מגורים פיתוח בע""מ",,"וי.אי. אס הנדסה בע""מ","א.מ. ישראל מגורים פיתוח בע""מ",,,Item,sites/Contracts/ProjectContractLibrary/מורדות ארנונה,מורדות ארנונה
CONT-10-2097,חוזה מתכנן מעליות.docx,מתכנן מעליות,2021-07-14 00:00:00,,,,אושר,2020-12-17 00:00:00,2028-04-04 21:00:00,מחיר קבוע/פאושלי,100,,0.2,,avic,,1,בגין,2020-12-16 00:00:00,,80,222.8896,5.00000000000000,מדד המחירים לצרכן,,,,"
אפריקה ישראל מגורים בע""מ
יוני נתניהו 1 ג' אור יהודה
מ.ז 52-003476-0
","
וי.אי.אס. הנדסה בע""מ
הצורן 4  נתניה   ח.פ.    511262164

",,קרית אתא,10255    ,כ/248,"אבי כהן מחברת אפריקה ישראל מגורים בע""מ ",מולי ויתקין ,5,מולי ויתקין ,מגרשים 57-65,,,גבעת הכלניות ( שם זמני ),"ש""ח","וי.אי.אס. הנדסה בע""מ",,יועץ ומתכנן מעליות בפרוקיט ,שוטף + 45,Item,sites/Contracts/ProjectContractLibrary/גבעת הכלניות - קרית אתא,גבעת הכלניות - קרית אתא
